Title,Posted Date,Rental Price,Number of bedrooms,Neighborhood,Description
Beach House on Private Beach 4bdrms 3 full bathrooms 150ft to beach,2019-03-05,$350,4br,"Ocean Shores, olympic peninsula","
        
Snugglers Cove Resort Beach Front House and Cabins in Ocean Shores, WA. 

  
 Call or Text

BOOK DIRECT AND SAVE 

Spacious BEACH FRONT HOUSE ( approx. 2,000 sq. ft.) made of an  Upper and Lower Condo connected by a interior stairwell.  Spacious upstairs is great for large groups. The upper Eagles Nest condo (approx. 1,200 sq. ft)  2 bedroom two bathroom  large living room with Satelite TV, dvd open to a large full furnished  kitchen.   Vaulted ceiling and large beach front deck with AMAZING VIEWS OF THE OCEAN BEACH. Private West Side Entry.  The first floor Shore Bird Condo ( approx.800 sq. ft.) is a two bedroom (second bedroom is more a day room with two twin beds) one bathroom, kitchen, living room with Satelite TV, DVD and large sunroom with wonderful beach front views. House has 3 fold out couches)is a truely amazing. (4bedrooms, and 3 full bathrooms)  The beach house has kitchens both upstairs and down along with two living room and dinning areas. Two bedrooms plus two bathrooms upstairs and one bedroom plus bunk room with 2 single beds (4th bedroom),  and one bathroom downstairs. GREAT VIEWS. Our Beach Houe vacation rental is built right on the sandy beach in Ocean Shores, Washington. Snugglers Cove Resort offers The Eagles Nest Beach House, Also we offer FOUR private beach front vacation rental CABINS built right on the sandy beach front next to the beach house that is only steps to the beach. We are offering our EAGLES NEST VACATION RENTAL BEACH HOUSE has the most fantastic views both day and night. This unique beach front vacation rental on a private sandy cove offers spectacular views and treasure filled beaches. (Cars are not allowed on the beach) Enjoy beach front so close you can enjoy it from the first floor as well as the second. This great ocean front vacation rental offers spectacular views of the sunken jetty where pelicans, seagulls and over 200 sepecies of birds come to rest. The living rooms, kitchens and dining areas offer the ultimate ocean front views to watch the crab boats enter into the harbor with their fresh crab, see the night lights of Westport shimmer back at night while you grill your favorite food on the large beach front deck. The upstairs master bedroom has a king bed, and a full bathroom with double sinks. The second bedroom has a queen bed and a second bathroom with large sit down shower. The first floor has a queen bed in the bedroom, fold out couch in the living room, full bathroom with tub shower.Large yard with grill and picnic tables.  Snugglers Cove Resort Eagles Nest BEACH FRONT HOUSE plus our four beach Front vacation Cabins have the BEACH FRONT AT YOUR DOOR STEP! It is TRUE BEACH FRONT VACATION RENTALS. Our Beach Front vacation Cabins along with our Beach house are fully furnished. 

Check out our resort at WWW.SNUGGLERSCOVERESORT.COM. 

 
 Call or Text for information or reservations. 

Beach house has WIFI available along with a washer and dryer

RATES START AT $300- $600 PER NIGHT.   RATES DEPEND ON THE NUMBER OF PEOPLE AND LENGTH OF STAY AND SEASON. Clean fee of $175 may apply.
THIS DOES NOT INCLUDE HOLIDAYS.    "
ROMANTIC BEACH CABIN #1 GREAT VIEWS. PRIVATE BEACH FIREPLACE,2019-03-05,$100,None,"Ocean Shores, Washington, Ocean Front, W","
        
ROMANTIC BEACH FRONT VACATION RENTAL CABIN in Ocean Shores, WA. Gateway to the Olympic Peninsula and a Great Bird Watching area right from the cabins.    SPECTACULAR PRIVATE  SANDY OCEAN BEACH FILLED WITH SHELLS, DRIFTWOOD AND AGATES. 
Relax and get away at SNUGGLERS COVE RESORT. 
Book Direct and Save.  


We offer fully furnished Private Beach front Cabins with wonderful BEACH FRONT views. These stand alone comfortably furnished Cottage/Cabins have a fireplace and fully equipped kitchen and large full Bathroom with tub/shower combo. Come take a walk on the beach while your dinner simmers on the stove. Relax by the fireplace after a long soak in the tub. The views are amazing and the wildlife are abundant. See deer's, shore birds, eagles and falcons from the comfort of your living rom and kitchen. Great Bird Watching.  
Cabins are studios with wonderful views from almost every window. Relax and take in all the beauty. 
 Rates start at $100-$195 per night.  $50 clean fee may apply.
RATES DEPEND ON THE NUMBER OF PEOPLE AND NUMBER OF DAYS PLUS TIME OF YEAR.
IF CABIN #1 IS NOT AVAILABLE, WE WILL BOOK YOU INTO ONE OF OUR OTHER 4 BEACH FRONT CABINS AVAILABLE.  ALL HAVE SIMILAR LAYOUTS. 
Private Path to the beach only steps away.  
Fully equipped kitchen with dishwasher ( we supply paper towels, kitchen linen, dish soaps )
Our Door Grill
Fireplace
Private Beach front Deck
Free Wifi
Queen Bed
Fold out single bed or air bed
Full Bathroom with bath towels, soap, shampoo, conditioner, hair dryer, tub/ shower combo
Flat screen T.V. with satellite connection
Private path to the beach only steps away
WONDERFUL BEACH VIEWS....RELAXING, PRIVATE BEACH    "
RV / Tiny Home Space For Rent,2019-03-05,$800,None,Hwy 2 and Evergreen Fairgrounds,"
        
Two RV / Tiny Home Spaces for rent just off HWY 2 and near Evergreen Fairgrounds. Lot rent of $800 includes water and power. 
Minimum 2 month rental agreement. 
Two months rent of $1,600 due at signing.
Storage space available for $150 a month.
Renters / RV Insurance required.    "
Sunny Tucson artist home retreat,2019-03-05,$110,2br,Tucson,"
        
Enjoy a spring break and sunny skies. Two bedroom furnished house two bath cable and enclosed backyard. Full kitchen.  It was 80 this week.  Minimum 5 nights.  Close to trails and attractions    "
Peaceful Getaway on a  Private Island - Available !,2019-03-05,$100,2br,Puget Sound,"
        
2 bedroom water view cabin on a private island in the South Puget Sound approximately 40 minutes from Tacoma... Large private backyard,  large deck w/ view, updated kitchen, wood stove, satellite TV,  2 community beaches, ... $100/night. Call or Write Gayle for details  
..   perfect get away!!!    "
"5 min to downtown, walk to restaurants, grocery, curb parking""",2019-03-04,$150,2br,Fremont Seattle,"
        
Traveling with your friends to Seattle? Visiting the family? Would you like to stay in a quiet, beautiful neighborhood close to downtown, Fremont, Greenlake, Wallingford, Phinney Ridge and Ballard? This two bedroom suite is perfect for your needs! Contact us for more details..    "
Thinking of a Vacation in Mexico?,2019-03-04,$1400,2br,Mexico,"
        
My 5-star resort timeshare is available for 6 different resorts in Mexico:  2 in Cabo San Lucas; 1 in Cancun; 1 in Puerto Vallarta; 1 in Rivera Nayarit: and 1 in Islands of Loreto.  Please consider locations well in advance for increased likelihood of availability, especially the 2 located in Cabo! It's the most popular resort location. The rate varies by location. 

These luxurious properties are all-inclusive resorts in Mexico where guests can indulge in everything they love about being on vacation. The Villa Group brand includes Villa del Palmar and Villa del Arco . Whether you are planning a romantic getaway or a leisurely family vacation, there is something for everyone. What they all have in common - aside from sunshine, sand and margaritas - is their dedication to making your vacation as unique and memorable as possible. The goal of the Villa Group is to provide all guests with an array of rich experiences that will create memories for a lifetime. Airport transportation to/from the resort and various meal plans are available.  More info on each resort can be found at:  http://www.villagroupresorts.com.  Photos represent typical views from a couple of resorts.

Send me dates and preferred location and I'll check availability.

I welcome your questions regarding this offer!

Thanks for looking.    "
"Lake Chelan Condo at Peterson's Waterfront, 2 Bedroom/2 Bath",2019-03-04,$435,2br,Lake Chelan,"
        


    "
"Cozy, qu@int(( c@bin on be@utiful property))",2019-03-04,$70,1br,"Shelton, WA","
        
Cross the bridge to Harstine Island and enjoy a beautiful and quiet retreat in the woods. Relax in the comfortably furnished cabin or enjoy exploring the 5 acre property with meandering trails through a lovely forest. Private beach access is a short walk away and is a great place to sit and watch the tides change or gather some clams and oysters. Surrounded by huckleberry bushes and nestled among giant Alaska Cedars and Big Leaf Maples, this cozy cabin shares the quiet woodland with the property owner’s home. The delightful 1 bedroom cabin (sleeps 4+) has a comfy queen bed, a double size futon in the living room, a kids sleeping loft, complete kitchenette, and covered front porch with gas bar-b-q.There are several state parks on the island and a marina, or plan an excursion to the wonders available in the South Puget Sound or the magnificent Olympic Peninsula.

    "
Barbary Lane of Seattle,2019-03-04,$1650,350ft,Capitol Hill,"
        
Monthly rental of FURNISHED studio available April 1 for short term monthly lease. Includes ALL Utilities (elec,heat,w/s/g); hi-speed Wireless Internet!

This charming 1920's studio apartment in courtyard setting w/gardens is fully furnished and just MINUTES from downtown Seattle! One block from Broadway and buslines to everywhere and just 2-1/2 blocks from light rail station!!

- Studio comes furnished with Wireless Internet, desk & chair, ample closet space, chaise lounge & super comfy bed.
- Kitchen & Bath are stocked with all the necessary amenities and there is a dining banquette for dining in.
- Coin-op laundry facilities are located on the premises.
-Please check spam folder for replies    "
Sunriver House - Sleeps 10 - Across from SHARC,2019-03-04,,4br,Sunriver,"
        
Sunriver House that sleeps 10. Across from SHARC and short walk to Village that has Shopping, Restaurants, Fun Activities and more. Just a few attractions: Mt. Bachelor, Deschutes River, Benham Falls, Lava Caves

SHARC passes, Bicycles, BBQ, Hot Tub, WiFi are all included!!

For more detailed information, pricing and availability please see link below.

https://www.vacasa.com/unit.php?UnitID=650

Book your next vacation at 7 Puma, Sunriver!    "
Palm Springs Mar 15-22 - Marriott Shadow Ridge,2019-03-04,$899,500ft,Palm Springs,"
        
Renting a studio unit. Unit has a King bed, and aqueen size pullout. Unit is March 15-22
    "
$185/day for our 2002 Volkwagen Eurovan Weekender Camper Van,2019-03-04,,None,West Seattle,"
        
Our 2002 Eurovan ""Westy"" has been a great camp vehicle for our family! 

Pull up to any stunning location around the Pacific Northwest and you are instantly ready to relax and enjoy...

Passenger seating for 6 and plenty of sleeping space for 3 adults or 2 adults and 2 children. 

Comfortable beds include an additional mattress pad, cozy down duvets, sheets and pillows for 4. 

Complete camp kitchen set with everything you could need for 4 are all included along with chairs, table, awning and many more accessories to make your trip comfortable and memorable!

The van has an under-seat plug-in cooler behind the driver that can keep up to about 20 beverage cans about 30°F cooler than the ambient air. 
It also comes with a portable Coleman camping cooler.

An extendable awning over the sliding door makes a nice extension to the van interior and can also create a large patch of shade on a hot sunny day!

A full screen set is included which both keeps the bugs out and creates some nice privacy if other people are nearby.

This van is NOT the full VW camper model with the stove, sink and refrigerator. This is the ""Weekender"" model which includes the fold-down rear seats to make a large bed, the pop-top with additional double bed (for 2 smaller people!), a fold-up table and rear-facing seat behind the driver with the cooler underneath. We also have a full screen and curtain set for the van including full curtains as well as screens for the rear hatch, the sliding side door, the sliding driver's side window and screens for the driver's and passenger's side doors. We also include full separate cooking/camping equipment including pots and pans, plates and serving utensils for 4 people, outdoor propane camp stoves, wash basins, towels, bedding for 4, table and chairs for 4, additional lounge chairs for up to 6 people are available.

The kayaks pictured are also available for rent along with the van! We also have an inflatable stand-up paddleboard.

100 miles included per day.

We have made this vehicle available to rent only on the Outdoorsy.com RV rental platform. Please utilize the link below by copy-and-pasting, or contact us at the email or phone number provided and we will coordinate with you!

https://www.outdoorsy.com/rv-rental/seattle_wa/2002_volkswagen_eurovan_48465-listing?preview=true/

VW Volkswagon vdub camp camper camping RV caravan Westfalia Westphalia vanagon bus rental rent renting    "
Wapato Point - Lake Chelan 3 bedroom 3 bath condo June 1st - 8th 2019,2019-03-04,$1500,3br,Manson,"
        
We have our Lodge 3 bedroom 3 bathroom condo at Wapato Point, Lake Chelan available for rent from June 1st - 8th 2019 for $1,500. (no additional taxes or fees) 
The master bedroom has full bathroom, then there is another bedroom with a queen bed and full bathroom in it, a room with two twin beds (that could be put together as a king bed if you would rather) and a full bathroom. There's also a queen sleeper sofa and twin size daybed along the family room wall. So in total it sleeps 9 people. Unit has full kitchen, fireplace (free firewood), wireless internet, two TV's, DVD player, cable, air conditioning and washer/dryer. It is very centrally located on the property to easier walk to anything. It's right below the indoor pool. 
Wapato Point offers a lot of activities with 116 acres of beautifully landscaped grounds to explore, 1.5 miles of gorgeous waterfront, an olympic size indoor pool and hot tub, seven outdoor pools, tennis courts, exercise facility, miniature golf, shuffleboard, basketball and beach volleyball courts, weekend outdoor market and a winery. There is a year round recreational department with almost any types of equipment you could need including boat, canoe, kayak and jet ski rentals! Within a few minutes are 2 golf courses, waterslides, more wineries, great restaurants, shopping and casinos. Check out wapatopoint.com website for more details. 
Please let me know if you are interested or have any other questions. I also have this week available in a Lodge 2 bedroom 2 bathroom for $1,300.
My number is 4 two 5 - 3 zero 8 - 8 three 5 zero
Thanks!    "
